"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(8800 (0,3) Waveform)","Position(8800 (0,3):Position) (mm)","Load(8800 (0,3):Load) (kN)","Extension mm from Extensometer (mm)",
2.475,2.475,1,1,1,1,0.238739531314373,0.24799108505249,0.183491719692564,
2.486,2.486,1,1,1,1,0.24081062990427,0.255715847015381,0.191407217072821,
2.497,2.497,1,1,1,1,0.24026560395956,0.256645679473877,0.185027135449457,
2.507,2.507,1,1,1,1,0.241428325974941,0.258457660675049,0.188298238583708,
2.518,2.518,1,1,1,1,0.242282199954987,0.26237964630127,0.193548216063023,
2.529,2.529,1,1,1,1,0.244271544653177,0.265061855316162,0.189952863638496,
2.539,2.539,1,1,1,1,0.24359026222229,0.261509418487549,0.195479406688929,
2.55,2.55,1,1,1,1,0.2458248685956,0.262367725372314,0.19017697711854,
2.561,2.561,1,1,1,1,0.247578035384417,0.265955924987793,0.195536627151918,
2.571,2.571,1,1,1,1,0.247341857475042,0.262093544006348,0.189843191084433,
2.582,2.582,1,1,1,1,0.249957982009649,0.267064571380615,0.194563879281092,
2.592,2.592,1,1,1,1,0.249240364515781,0.267362594604492,0.195903791789436,
2.603,2.603,1,1,1,1,0.252456017589569,0.272285938262939,0.19945622886672,
2.614,2.614,1,1,1,1,0.252446933823824,0.269949436187744,0.20310403338232,
2.624,2.624,1,1,1,1,0.252565022778511,0.274348258972168,0.196566595485735,
2.635,2.635,1,1,1,1,0.253718661028147,0.27458667755127,0.206999793237543,
2.646,2.646,1,1,1,1,0.254926801872253,0.278890132904053,0.205097212843132,
2.656,2.656,1,1,1,1,0.255262901204824,0.2724289894104,0.204834952387762,
2.667,2.667,1,1,1,1,0.256925230336189,0.27611255645752,0.209398284311199,
2.678,2.678,1,1,1,1,0.257969863396883,0.276446342468262,0.200262083720493,
2.688,2.688,1,1,1,1,0.259868370437622,0.285255908966064,0.202536597124338,
2.699,2.699,1,1,1,1,0.259877454203367,0.28846263885498,0.198688520988274,
2.709,2.709,1,1,1,1,0.261022008687258,0.287115573883057,0.212383285130501,
2.72,2.72,1,1,1,1,0.261539783334732,0.28761625289917,0.204916014710331,
2.731,2.731,1,1,1,1,0.264074153977633,0.284767150878906,0.196838392684936,
2.741,2.741,1,1,1,1,0.264392085778713,0.290811061859131,0.207629218330431,
2.752,2.752,1,1,1,1,0.266281509053707,0.292098522186279,0.204648985883045,
2.763,2.763,1,1,1,1,0.26867962321043,0.294685363769531,0.20581723700242,
2.773,2.773,1,1,1,1,0.268552450489998,0.293004512786865,0.214023605069542,
2.784,2.784,1,1,1,1,0.269606167316437,0.294923782348633,0.203752531962872,
2.795,2.795,1,1,1,1,0.271259412682056,0.29606819152832,0.223984734001684,
2.805,2.805,1,1,1,1,0.272058784067631,0.295507907867432,0.210313811719036,
2.816,2.816,1,1,1,1,0.270932397115231,0.303959846496582,0.220894829000235,
2.826,2.826,1,1,1,1,0.273475851523876,0.301480293273926,0.220646873660612,
2.837,2.837,1,1,1,1,0.274956505340338,0.303208827972412,0.206437125351477,
2.848,2.848,1,1,1,1,0.275873965680599,0.304293632507324,0.219154373250961,
2.858,2.858,1,1,1,1,0.279316712898016,0.304651260375977,0.214362159475565,
2.869,2.869,1,1,1,1,0.278190325945616,0.299513339996338,0.215158477585506,
2.88,2.88,1,1,1,1,0.279026032394171,0.306546688079834,0.219674125789785,
2.89,2.89,1,1,1,1,0.28007974922061,0.30900239944458,0.222826019626141,
2.901,2.901,1,1,1,1,0.28175116211772,0.312685966491699,0.235972420998049,
2.912,2.912,1,1,1,1,0.282968386727571,0.307083129882813,0.220193878328609,
2.922,2.922,1,1,1,1,0.284612548327446,0.311756134033203,0.224828735830784,
2.933,2.933,1,1,1,1,0.284212862634659,0.3173828125,0.227503792475557,
2.944,2.944,1,1,1,1,0.285820689171553,0.320839881896973,0.229454056589127,
2.954,2.954,1,1,1,1,0.28736492934823,0.312399864196777,0.225873009280348,
2.965,2.965,1,1,1,1,0.28704699754715,0.31503438949585,0.228953377537966,
2.975,2.975,1,1,1,1,0.289744875973463,0.310778617858887,0.22810460733695,
2.986,2.986,1,1,1,1,0.289072677308321,0.324022769927979,0.230684296543407,
2.997,2.997,1,1,1,1,0.290916681754589,0.316417217254639,0.232658402516556,
3.007,3.007,1,1,1,1,0.291697885608673,0.325846672058105,0.231995598820257,
3.018,3.018,1,1,1,1,0.293478303694725,0.325429439544678,0.230879799791956,
3.029,3.029,1,1,1,1,0.296203433418274,0.326848030090332,0.232095734630489,
3.039,3.039,1,1,1,1,0.29656678404808,0.329363346099854,0.232868210880852,
3.05,3.05,1,1,1,1,0.297874846315384,0.327587127685547,0.231466309537601,
3.061,3.061,1,1,1,1,0.299936861139536,0.338304042816162,0.237269418159151,
3.071,3.071,1,1,1,1,0.301517436379194,0.332677364349365,0.236916558637381,
3.082,3.082,1,1,1,1,0.301699111694097,0.334489345550537,0.236315743775988,
3.092,3.092,1,1,1,1,0.303170681744814,0.335097312927246,0.230488793294859,
3.103,3.103,1,1,1,1,0.30353403237462,0.346279144287109,0.239892022712851,
3.114,3.114,1,1,1,1,0.304378822588921,0.338375568389893,0.250740068821335,
3.124,3.124,1,1,1,1,0.305841308873892,0.337672233581543,0.239105241346741,
3.135,3.135,1,1,1,1,0.307785234743357,0.338864326477051,0.238037126037598,
3.146,3.146,1,1,1,1,0.307676229554415,0.33872127532959,0.247049348958492,
3.156,3.156,1,1,1,1,0.308430182111263,0.345838069915771,0.238232629286146,
3.167,3.167,1,1,1,1,0.31078287743926,0.34337043762207,0.238261239517641,
3.178,3.178,1,1,1,1,0.312626881885529,0.348222255706787,0.244302766734981,
3.188,3.188,1,1,1,1,0.312327117615938,0.346672534942627,0.252552050149345,
3.199,3.199,1,1,1,1,0.314661645412445,0.345849990844727,0.239439027380848,
3.21,3.21,1,1,1,1,0.315606357049942,0.349092483520508,0.253558176623583,
3.22,3.22,1,1,1,1,0.316124131697416,0.354897975921631,0.251417177633381,
3.231,3.231,1,1,1,1,0.317913633549213,0.352287292480469,0.246849077338028,
3.241,3.241,1,1,1,1,0.317341356307268,0.348377227783203,0.254220980319881,
